               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.017757,           0.0066904,            0.001955,             0.99884,                   1,               0.995,             0.86928,            0.012729,            0.003029,            0.001318,            0.003763,            0.003763,            0.003763
                 317,            0.018779,           0.0069783,           0.0016251,             0.99882,                   1,               0.995,             0.85984,            0.013107,           0.0030808,           0.0013097,           0.0037432,           0.0037432,           0.0037432
                 318,            0.019169,           0.0064071,           0.0020619,             0.99876,                   1,               0.995,             0.88366,              0.0125,           0.0029866,           0.0012992,           0.0037234,           0.0037234,           0.0037234
                 319,            0.018552,            0.006644,           0.0017665,             0.99867,                   1,               0.995,              0.8763,            0.012193,           0.0030047,           0.0013051,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017959,            0.006981,           0.0015442,             0.99863,                   1,               0.995,              0.8688,            0.012481,           0.0029922,           0.0012997,           0.0036838,           0.0036838,           0.0036838
                 321,            0.018504,           0.0069208,           0.0017881,             0.99862,                   1,               0.995,             0.88099,            0.011387,           0.0029404,           0.0012854,            0.003664,            0.003664,            0.003664
                 322,            0.017615,           0.0062013,           0.0016651,             0.99866,                   1,               0.995,             0.88019,            0.011632,           0.0029149,           0.0012764,           0.0036442,           0.0036442,           0.0036442
                 323,            0.018242,           0.0062852,           0.0016231,             0.99875,                   1,               0.995,             0.88191,            0.012352,           0.0029438,           0.0012737,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017526,           0.0068389,           0.0021598,             0.99875,                   1,               0.995,             0.87517,            0.011564,           0.0028933,           0.0012546,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017884,           0.0067163,           0.0015516,             0.99877,                   1,               0.995,             0.86789,            0.011866,           0.0029466,           0.0012456,           0.0035848,           0.0035848,           0.0035848
                 326,            0.016912,           0.0064338,           0.0013803,             0.99884,                   1,               0.995,             0.86534,            0.012283,           0.0029201,           0.0012412,            0.003565,            0.003565,            0.003565
                 327,            0.017157,           0.0062337,           0.0014347,             0.99899,                   1,               0.995,             0.88068,            0.011826,           0.0028205,           0.0012504,           0.0035452,           0.0035452,           0.0035452
                 328,            0.017955,           0.0062638,           0.0020001,             0.99903,                   1,               0.995,             0.87338,             0.01146,           0.0028439,           0.0012521,           0.0035254,           0.0035254,           0.0035254
                 329,            0.017895,           0.0067836,            0.001461,               0.999,                   1,               0.995,             0.87462,            0.011599,           0.0028292,           0.0012469,           0.0035056,           0.0035056,           0.0035056
                 330,            0.017264,           0.0064143,           0.0018709,             0.99907,                   1,               0.995,             0.88116,            0.011896,           0.0028468,           0.0012448,           0.0034858,           0.0034858,           0.0034858
                 331,            0.017482,           0.0062672,           0.0016389,              0.9991,                   1,               0.995,             0.87255,             0.01143,           0.0027887,           0.0012494,            0.003466,            0.003466,            0.003466
                 332,            0.017292,           0.0067175,           0.0014513,             0.99907,                   1,               0.995,             0.86051,            0.012195,           0.0029147,           0.0012536,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016171,             0.00584,           0.0014402,             0.99906,                   1,               0.995,             0.86134,            0.011774,           0.0028716,           0.0012597,           0.0034264,           0.0034264,           0.0034264
                 334,            0.016892,           0.0063546,            0.001432,             0.99902,                   1,               0.995,             0.88346,             0.01218,           0.0028296,           0.0012708,           0.0034066,           0.0034066,           0.0034066
                 335,            0.016579,           0.0061248,           0.0016332,             0.99879,                   1,               0.995,             0.88205,            0.011724,           0.0028482,           0.0012813,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016646,           0.0068645,           0.0018457,              0.9987,                   1,               0.995,             0.86982,            0.012876,           0.0028709,           0.0012742,            0.003367,            0.003367,            0.003367
                 337,             0.01747,           0.0064432,            0.001765,             0.99866,                   1,               0.995,             0.87795,            0.011475,           0.0028055,           0.0012734,           0.0033472,           0.0033472,           0.0033472
                 338,            0.016961,           0.0062281,           0.0013825,             0.99863,                   1,               0.995,             0.87915,            0.011551,           0.0028252,           0.0012707,           0.0033274,           0.0033274,           0.0033274
                 339,            0.017094,           0.0061961,           0.0013575,             0.99855,                   1,               0.995,             0.88535,            0.011774,           0.0028207,           0.0012696,           0.0033076,           0.0033076,           0.0033076
                 340,            0.016329,           0.0064304,           0.0016237,             0.99845,                   1,               0.995,             0.88524,            0.011481,            0.002875,           0.0012554,           0.0032878,           0.0032878,           0.0032878
                 341,            0.017117,           0.0067377,           0.0017821,              0.9987,                   1,               0.995,             0.89167,            0.010733,           0.0028113,           0.0012366,            0.003268,            0.003268,            0.003268
                 342,            0.018078,           0.0063882,           0.0017191,             0.99887,                   1,               0.995,             0.87295,            0.012548,           0.0028732,           0.0012204,           0.0032482,           0.0032482,           0.0032482
                 343,              0.0167,           0.0061368,           0.0015618,             0.99882,                   1,               0.995,              0.8851,            0.011297,           0.0028122,           0.0012077,           0.0032284,           0.0032284,           0.0032284
                 344,             0.01685,           0.0054602,           0.0016299,             0.99883,                   1,               0.995,             0.88395,            0.011587,           0.0027491,           0.0011973,           0.0032086,           0.0032086,           0.0032086
                 345,            0.016726,           0.0061664,           0.0015125,              0.9989,                   1,               0.995,             0.88038,            0.011435,           0.0027655,           0.0011932,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016985,           0.0065918,           0.0014878,             0.99891,                   1,               0.995,             0.88477,             0.01102,           0.0027674,           0.0011877,            0.003169,            0.003169,            0.003169
                 347,            0.016903,           0.0065834,            0.002022,             0.99889,                   1,               0.995,             0.88715,            0.011241,           0.0027854,           0.0011775,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016379,           0.0059147,           0.0019774,             0.99893,                   1,               0.995,             0.88149,             0.01106,           0.0027531,            0.001176,           0.0031294,           0.0031294,           0.0031294
                 349,            0.017843,           0.0062975,           0.0013539,             0.99898,                   1,               0.995,             0.87457,            0.011989,           0.0028473,           0.0011641,           0.0031096,           0.0031096,           0.0031096
                 350,            0.016859,           0.0062784,           0.0016216,             0.99907,                   1,               0.995,             0.85814,            0.013225,           0.0029307,           0.0011576,           0.0030898,           0.0030898,           0.0030898
                 351,            0.017753,           0.0068556,           0.0013524,             0.99905,                   1,               0.995,             0.87969,            0.011528,           0.0027666,           0.0011631,             0.00307,             0.00307,             0.00307
                 352,            0.016752,           0.0062834,           0.0014946,               0.999,                   1,               0.995,             0.88294,            0.011288,           0.0027633,           0.0011671,           0.0030502,           0.0030502,           0.0030502
                 353,            0.016903,           0.0065415,           0.0014755,              0.9988,                   1,               0.995,              0.8784,            0.010789,           0.0027987,           0.0011755,           0.0030304,           0.0030304,           0.0030304
                 354,            0.017398,           0.0062511,           0.0014397,             0.99859,                   1,               0.995,             0.87776,            0.011025,           0.0028346,           0.0011759,           0.0030106,           0.0030106,           0.0030106
                 355,            0.016522,           0.0060122,           0.0016683,              0.9985,                   1,               0.995,             0.88746,            0.010437,           0.0028421,           0.0011794,           0.0029908,           0.0029908,           0.0029908
                 356,            0.015952,           0.0065491,           0.0014687,             0.99853,                   1,               0.995,             0.88591,            0.011272,            0.002818,           0.0011706,            0.002971,            0.002971,            0.002971
                 357,            0.016087,           0.0069199,           0.0014754,             0.99859,                   1,               0.995,              0.8834,            0.011486,           0.0028287,           0.0011471,           0.0029512,           0.0029512,           0.0029512
                 358,            0.016627,           0.0064025,           0.0013717,             0.99867,                   1,               0.995,             0.89408,            0.010583,           0.0027869,           0.0011362,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016097,           0.0062931,           0.0013396,               0.999,                   1,               0.995,             0.89293,            0.010546,           0.0028299,           0.0011258,           0.0029116,           0.0029116,           0.0029116
                 360,            0.015327,           0.0060633,           0.0013983,             0.99894,                   1,               0.995,             0.89657,            0.011079,           0.0027942,           0.0011112,           0.0028918,           0.0028918,           0.0028918
                 361,            0.016328,           0.0060696,           0.0012229,             0.99889,                   1,               0.995,             0.89952,            0.010809,           0.0027095,           0.0011053,            0.002872,            0.002872,            0.002872
                 362,            0.015663,           0.0057355,           0.0013676,             0.99881,                   1,               0.995,             0.88057,             0.01145,           0.0027789,           0.0010976,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016162,           0.0070413,           0.0013344,              0.9988,                   1,               0.995,             0.89527,            0.010796,           0.0027544,           0.0011033,           0.0028324,           0.0028324,           0.0028324
                 364,            0.015665,           0.0061239,            0.001277,             0.99873,                   1,               0.995,             0.89679,            0.010215,           0.0027107,           0.0011069,           0.0028126,           0.0028126,           0.0028126
                 365,            0.015257,           0.0061256,           0.0013018,             0.99869,                   1,               0.995,             0.89461,            0.010338,            0.002701,           0.0011062,           0.0027928,           0.0027928,           0.0027928
                 366,            0.016685,           0.0070431,           0.0014175,             0.99871,                   1,               0.995,             0.89011,            0.010329,           0.0026888,           0.0011053,            0.002773,            0.002773,            0.002773
                 367,            0.016371,           0.0063248,           0.0013595,             0.99875,                   1,               0.995,             0.88861,            0.010375,           0.0027043,            0.001098,           0.0027532,           0.0027532,           0.0027532
                 368,            0.015829,           0.0062859,           0.0012201,             0.99868,                   1,               0.995,             0.89067,            0.010231,           0.0026992,           0.0010868,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015534,           0.0064087,           0.0011685,             0.99868,                   1,               0.995,             0.89717,             0.01074,           0.0027068,             0.00108,           0.0027136,           0.0027136,           0.0027136
                 370,            0.015698,           0.0061329,           0.0012943,             0.99867,                   1,               0.995,             0.90246,            0.010585,           0.0026738,            0.001066,           0.0026938,           0.0026938,           0.0026938
                 371,              0.0161,           0.0064553,           0.0012567,             0.99876,                   1,               0.995,              0.8939,            0.010299,           0.0026336,           0.0010537,            0.002674,            0.002674,            0.002674
                 372,            0.015443,           0.0063545,           0.0012043,             0.99882,                   1,               0.995,             0.90955,            0.010276,           0.0026013,           0.0010487,           0.0026542,           0.0026542,           0.0026542
                 373,            0.015985,           0.0063871,           0.0011966,             0.99885,                   1,               0.995,             0.90117,            0.010208,           0.0026094,           0.0010453,           0.0026344,           0.0026344,           0.0026344
                 374,            0.015729,           0.0060179,           0.0019639,             0.99889,                   1,               0.995,             0.89953,            0.010522,           0.0026146,           0.0010431,           0.0026146,           0.0026146,           0.0026146
                 375,            0.016172,           0.0057536,           0.0018752,             0.99892,                   1,               0.995,             0.89687,             0.01031,           0.0026543,           0.0010442,           0.0025948,           0.0025948,           0.0025948
                 376,            0.016109,           0.0068425,           0.0011844,             0.99887,                   1,               0.995,             0.90253,           0.0099961,           0.0026848,           0.0010473,            0.002575,            0.002575,            0.002575
                 377,            0.015849,           0.0053985,            0.001197,             0.99875,                   1,               0.995,             0.89766,            0.010014,           0.0026724,           0.0010476,           0.0025552,           0.0025552,           0.0025552
                 378,            0.015365,            0.006044,           0.0011338,             0.99873,                   1,               0.995,             0.89599,            0.010108,           0.0026662,           0.0010484,           0.0025354,           0.0025354,           0.0025354
                 379,            0.015794,           0.0061936,           0.0011936,             0.99884,                   1,               0.995,             0.88945,            0.010559,           0.0026929,           0.0010472,           0.0025156,           0.0025156,           0.0025156
                 380,            0.015689,            0.006654,           0.0011347,              0.9989,                   1,               0.995,             0.89024,            0.010664,           0.0026831,           0.0010433,           0.0024958,           0.0024958,           0.0024958
                 381,            0.015424,           0.0064268,            0.001153,             0.99894,                   1,               0.995,             0.89082,            0.011054,           0.0026482,           0.0010376,            0.002476,            0.002476,            0.002476
                 382,            0.015122,           0.0058184,           0.0011523,             0.99906,                   1,               0.995,              0.8921,            0.011243,           0.0026514,           0.0010304,           0.0024562,           0.0024562,           0.0024562
                 383,            0.015895,           0.0062999,           0.0015238,             0.99907,                   1,               0.995,             0.88978,            0.010408,            0.002612,            0.001024,           0.0024364,           0.0024364,           0.0024364
                 384,            0.014905,           0.0059719,           0.0011036,             0.99903,                   1,               0.995,             0.89184,            0.010022,           0.0025867,            0.001018,           0.0024166,           0.0024166,           0.0024166
                 385,            0.015364,           0.0066332,           0.0011849,             0.99897,                   1,               0.995,             0.90014,           0.0098814,           0.0025929,           0.0010167,           0.0023968,           0.0023968,           0.0023968
                 386,            0.013758,           0.0056612,           0.0011783,             0.99897,                   1,               0.995,             0.90277,             0.01032,           0.0026424,             0.00101,            0.002377,            0.002377,            0.002377
                 387,            0.015459,           0.0061269,           0.0011863,             0.99893,                   1,               0.995,             0.90461,            0.010134,            0.002642,            0.001007,           0.0023572,           0.0023572,           0.0023572
                 388,            0.016036,           0.0063328,           0.0011367,             0.99888,                   1,               0.995,             0.90965,           0.0098685,           0.0026207,            0.001002,           0.0023374,           0.0023374,           0.0023374
                 389,             0.01544,           0.0061535,           0.0011571,             0.99887,                   1,               0.995,             0.91236,           0.0097001,           0.0026262,           0.0010003,           0.0023176,           0.0023176,           0.0023176
                 390,            0.015479,           0.0061563,            0.001301,             0.99883,                   1,               0.995,              0.9045,            0.010128,           0.0026776,           0.0010011,           0.0022978,           0.0022978,           0.0022978
                 391,             0.01412,           0.0064387,           0.0013558,             0.99877,                   1,               0.995,             0.91239,            0.010039,           0.0026357,          0.00099951,            0.002278,            0.002278,            0.002278
                 392,            0.015813,           0.0065109,           0.0011439,             0.99879,                   1,               0.995,             0.91524,             0.00978,           0.0025959,          0.00099702,           0.0022582,           0.0022582,           0.0022582
                 393,            0.014619,           0.0062303,           0.0012138,             0.99878,                   1,               0.995,             0.89588,            0.010456,           0.0026889,          0.00099792,           0.0022384,           0.0022384,           0.0022384
                 394,            0.015374,           0.0061232,           0.0011539,             0.99868,                   1,               0.995,             0.88551,            0.010457,           0.0027358,          0.00099919,           0.0022186,           0.0022186,           0.0022186
                 395,            0.014438,           0.0059924,           0.0012273,             0.99871,                   1,               0.995,             0.89635,            0.010026,            0.002717,          0.00099631,           0.0021988,           0.0021988,           0.0021988
                 396,            0.015134,           0.0059311,           0.0019533,             0.99868,                   1,               0.995,             0.89872,           0.0096104,           0.0026632,          0.00099431,            0.002179,            0.002179,            0.002179
                 397,            0.013751,            0.005308,           0.0011863,             0.99865,                   1,               0.995,             0.89416,            0.010308,           0.0026806,          0.00099144,           0.0021592,           0.0021592,           0.0021592
                 398,            0.014824,           0.0059308,           0.0015801,              0.9986,                   1,               0.995,             0.89991,           0.0099084,           0.0026399,          0.00098307,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015353,           0.0058393,           0.0010655,             0.99841,                   1,               0.995,             0.90442,            0.009626,           0.0025918,           0.0009771,           0.0021196,           0.0021196,           0.0021196
                 400,            0.014662,           0.0063412,           0.0011108,             0.99862,                   1,               0.995,             0.90909,           0.0094944,           0.0025722,          0.00096389,           0.0020998,           0.0020998,           0.0020998
                 401,            0.014538,           0.0059638,           0.0010287,             0.99858,                   1,               0.995,             0.90479,           0.0098539,           0.0025766,          0.00095089,             0.00208,             0.00208,             0.00208
                 402,            0.014304,           0.0059858,           0.0010081,             0.99853,                   1,               0.995,             0.89773,           0.0098194,           0.0025819,          0.00093875,           0.0020602,           0.0020602,           0.0020602
                 403,            0.014351,           0.0063182,           0.0011263,             0.99852,                   1,               0.995,             0.91325,           0.0096381,           0.0025126,          0.00093063,           0.0020404,           0.0020404,           0.0020404
                 404,            0.014373,           0.0055642,           0.0010027,             0.99864,                   1,               0.995,             0.91328,           0.0095027,           0.0025149,          0.00092378,           0.0020206,           0.0020206,           0.0020206
                 405,            0.014837,           0.0059093,           0.0010415,             0.99864,                   1,               0.995,             0.91463,           0.0093542,            0.002509,          0.00091271,           0.0020008,           0.0020008,           0.0020008
                 406,            0.014744,           0.0059203,           0.0010209,             0.99851,                   1,               0.995,             0.91125,           0.0092833,           0.0025228,          0.00090476,            0.001981,            0.001981,            0.001981
                 407,             0.01498,           0.0061209,           0.0011447,             0.99853,                   1,               0.995,             0.90819,           0.0091772,           0.0025171,          0.00089628,           0.0019612,           0.0019612,           0.0019612
                 408,            0.013604,            0.006341,           0.0011465,              0.9986,                   1,               0.995,             0.90337,           0.0092677,           0.0025259,          0.00089062,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014528,           0.0055834,            0.001121,             0.99862,                   1,               0.995,             0.89935,           0.0091769,           0.0024958,          0.00088672,           0.0019216,           0.0019216,           0.0019216
                 410,            0.014581,           0.0057617,           0.0016667,             0.99859,                   1,               0.995,              0.9138,           0.0088855,           0.0024567,          0.00088451,           0.0019018,           0.0019018,           0.0019018
                 411,            0.014348,           0.0050573,          0.00094241,             0.99854,                   1,               0.995,             0.91413,           0.0099996,           0.0024914,          0.00088077,            0.001882,            0.001882,            0.001882
                 412,            0.014886,           0.0060783,          0.00097488,             0.99846,                   1,               0.995,             0.91278,           0.0097003,           0.0025227,          0.00087936,           0.0018622,           0.0018622,           0.0018622
                 413,            0.014297,           0.0056745,           0.0011047,             0.99856,                   1,               0.995,             0.91123,           0.0097372,           0.0025792,           0.0008762,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014179,           0.0060578,           0.0010924,             0.99855,                   1,               0.995,             0.91005,           0.0092518,           0.0025263,          0.00087231,           0.0018226,           0.0018226,           0.0018226
                 415,            0.013223,           0.0059829,          0.00097956,             0.99846,                   1,               0.995,             0.91466,           0.0093008,           0.0025209,          0.00086512,           0.0018028,           0.0018028,           0.0018028
                 416,            0.015295,           0.0056503,          0.00097741,             0.99857,                   1,               0.995,             0.91017,           0.0094469,           0.0025038,          0.00085661,            0.001783,            0.001783,            0.001783
                 417,            0.013968,           0.0057559,          0.00093445,              0.9986,                   1,               0.995,             0.91755,           0.0089724,           0.0024761,          0.00084749,           0.0017632,           0.0017632,           0.0017632
                 418,            0.013885,           0.0056846,          0.00095196,             0.99861,                   1,               0.995,             0.91638,           0.0090323,           0.0024863,          0.00083831,           0.0017434,           0.0017434,           0.0017434
                 419,            0.014727,           0.0061447,          0.00091885,             0.99854,                   1,               0.995,             0.90901,           0.0092311,           0.0025153,          0.00083295,           0.0017236,           0.0017236,           0.0017236
                 420,            0.013797,           0.0053858,          0.00098341,              0.9985,                   1,               0.995,             0.90577,           0.0095519,           0.0025081,           0.0008318,           0.0017038,           0.0017038,           0.0017038
                 421,            0.015565,            0.006049,          0.00098904,             0.99844,                   1,               0.995,             0.90668,           0.0097497,           0.0024991,          0.00082851,            0.001684,            0.001684,            0.001684
                 422,            0.014081,           0.0058299,           0.0010409,             0.99848,                   1,               0.995,             0.91139,           0.0089839,           0.0024472,          0.00082529,           0.0016642,           0.0016642,           0.0016642
                 423,            0.013787,           0.0062367,          0.00097044,              0.9985,                   1,               0.995,             0.90805,           0.0093573,           0.0024646,          0.00081994,           0.0016444,           0.0016444,           0.0016444
                 424,            0.014385,           0.0066246,           0.0011956,             0.99849,                   1,               0.995,             0.91671,           0.0089601,           0.0024362,          0.00081452,           0.0016246,           0.0016246,           0.0016246
                 425,            0.013287,            0.005268,           0.0016219,             0.99859,                   1,               0.995,             0.92024,           0.0089144,           0.0024464,           0.0008067,           0.0016048,           0.0016048,           0.0016048
                 426,            0.013037,            0.005281,           0.0008723,             0.99871,                   1,               0.995,             0.92258,           0.0089592,           0.0024564,          0.00079609,            0.001585,            0.001585,            0.001585
                 427,            0.013249,           0.0056822,          0.00085497,             0.99868,                   1,               0.995,             0.92162,           0.0090227,           0.0024796,          0.00078986,           0.0015652,           0.0015652,           0.0015652
                 428,              0.0143,           0.0063694,          0.00090703,              0.9988,                   1,               0.995,             0.92395,           0.0093524,           0.0024908,          0.00078757,           0.0015454,           0.0015454,           0.0015454
                 429,            0.014842,           0.0059316,          0.00090196,              0.9988,                   1,               0.995,              0.9218,           0.0087433,           0.0024743,          0.00078782,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014273,           0.0056673,          0.00090587,             0.99884,                   1,               0.995,             0.92415,            0.008809,           0.0024631,          0.00078596,           0.0015058,           0.0015058,           0.0015058
                 431,            0.013492,           0.0058213,           0.0013225,             0.99878,                   1,               0.995,             0.92207,           0.0086624,           0.0024568,          0.00078653,            0.001486,            0.001486,            0.001486
                 432,            0.012587,           0.0055849,          0.00083072,             0.99873,                   1,               0.995,             0.92095,           0.0087913,           0.0024569,          0.00078457,           0.0014662,           0.0014662,           0.0014662
                 433,            0.013273,           0.0054071,          0.00090762,             0.99874,                   1,               0.995,             0.91664,           0.0087963,           0.0024956,          0.00078264,           0.0014464,           0.0014464,           0.0014464
                 434,            0.013334,           0.0061989,          0.00085966,             0.99872,                   1,               0.995,             0.91814,           0.0087766,           0.0024815,          0.00077867,           0.0014266,           0.0014266,           0.0014266
                 435,            0.013428,            0.005313,          0.00092046,              0.9987,                   1,               0.995,             0.91882,           0.0087802,           0.0025038,          0.00077941,           0.0014068,           0.0014068,           0.0014068
                 436,            0.013502,           0.0055668,           0.0014555,             0.99872,                   1,               0.995,             0.92485,           0.0087391,           0.0024917,          0.00077929,            0.001387,            0.001387,            0.001387
                 437,            0.012813,           0.0052534,           0.0011096,             0.99869,                   1,               0.995,             0.91035,           0.0093423,           0.0025216,          0.00077681,           0.0013672,           0.0013672,           0.0013672
                 438,            0.013758,           0.0059021,           0.0011868,             0.99865,                   1,               0.995,             0.91597,           0.0092076,           0.0025112,          0.00077509,           0.0013474,           0.0013474,           0.0013474
                 439,            0.012717,           0.0063399,          0.00095645,             0.99854,                   1,               0.995,             0.91895,           0.0091042,           0.0025216,          0.00077287,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013494,           0.0059182,          0.00096407,              0.9986,                   1,               0.995,             0.92232,           0.0088997,           0.0025161,          0.00077068,           0.0013078,           0.0013078,           0.0013078
                 441,            0.013512,           0.0058633,          0.00083223,             0.99855,                   1,               0.995,             0.91283,           0.0092047,           0.0025158,          0.00076632,            0.001288,            0.001288,            0.001288
                 442,            0.012727,           0.0054949,           0.0008204,             0.99858,                   1,               0.995,              0.9104,           0.0090847,           0.0025032,          0.00076097,           0.0012682,           0.0012682,           0.0012682
                 443,            0.013336,           0.0063971,          0.00097411,             0.99858,                   1,               0.995,             0.91563,           0.0091003,           0.0024888,          0.00075709,           0.0012484,           0.0012484,           0.0012484
                 444,            0.013234,           0.0054233,           0.0015526,             0.99869,                   1,               0.995,             0.91947,           0.0090261,           0.0024759,          0.00075274,           0.0012286,           0.0012286,           0.0012286
                 445,            0.013137,           0.0058176,          0.00094303,             0.99871,                   1,               0.995,             0.91971,           0.0089181,           0.0024475,           0.0007435,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012877,           0.0053654,           0.0013743,             0.99872,                   1,               0.995,             0.91297,           0.0087849,           0.0024445,          0.00073445,            0.001189,            0.001189,            0.001189
                 447,             0.01274,           0.0052239,          0.00083747,              0.9987,                   1,               0.995,             0.92184,           0.0087576,           0.0024016,          0.00072647,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012243,           0.0055896,          0.00089577,             0.99867,                   1,               0.995,             0.91871,           0.0085612,           0.0023979,          0.00072174,           0.0011494,           0.0011494,           0.0011494
                 449,            0.013228,           0.0050906,          0.00082677,              0.9986,                   1,               0.995,             0.92705,           0.0085655,           0.0023816,          0.00071574,           0.0011296,           0.0011296,           0.0011296
                 450,            0.013558,           0.0049678,          0.00086462,             0.99862,                   1,               0.995,             0.92171,           0.0085657,            0.002396,          0.00070914,           0.0011098,           0.0011098,           0.0011098
                 451,            0.012968,            0.005696,           0.0008043,             0.99851,                   1,               0.995,              0.9241,           0.0087733,           0.0023864,          0.00070281,             0.00109,             0.00109,             0.00109
                 452,            0.012351,           0.0051671,          0.00078382,              0.9984,                   1,               0.995,              0.9173,           0.0088693,           0.0024108,          0.00070029,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012414,           0.0053755,          0.00077035,             0.99839,                   1,               0.995,              0.9196,           0.0087797,           0.0023824,          0.00069603,           0.0010504,           0.0010504,           0.0010504
                 454,            0.013232,           0.0056178,          0.00091095,              0.9985,                   1,               0.995,             0.92438,           0.0087845,           0.0023829,          0.00069121,           0.0010306,           0.0010306,           0.0010306
                 455,            0.011616,           0.0050004,          0.00087541,              0.9985,                   1,               0.995,             0.92529,           0.0084876,           0.0023738,          0.00068825,           0.0010108,           0.0010108,           0.0010108
                 456,            0.012329,           0.0053722,           0.0014901,             0.99857,                   1,               0.995,             0.91719,           0.0086589,           0.0023627,          0.00068443,            0.000991,            0.000991,            0.000991
                 457,            0.012368,           0.0054898,          0.00073188,             0.99848,                   1,               0.995,             0.92826,           0.0085331,           0.0023054,          0.00067964,           0.0009712,           0.0009712,           0.0009712
                 458,            0.012321,           0.0054994,           0.0011765,             0.99853,                   1,               0.995,              0.9289,            0.008513,           0.0022944,          0.00067464,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013052,            0.005558,          0.00086247,             0.99846,                   1,               0.995,             0.92735,           0.0086937,           0.0023322,          0.00066894,           0.0009316,           0.0009316,           0.0009316
                 460,            0.012171,           0.0056708,           0.0007649,              0.9985,                   1,               0.995,             0.92689,           0.0084234,           0.0023153,          0.00066143,           0.0009118,           0.0009118,           0.0009118
                 461,             0.01228,           0.0052441,           0.0007991,             0.99852,                   1,               0.995,             0.92416,           0.0082972,           0.0023365,          0.00065547,            0.000892,            0.000892,            0.000892
                 462,            0.012221,           0.0053733,           0.0009421,             0.99839,                   1,               0.995,             0.92476,           0.0084055,           0.0023562,          0.00064859,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013869,            0.006324,          0.00082458,             0.99828,                   1,               0.995,             0.92411,           0.0084645,           0.0023632,          0.00064414,           0.0008524,           0.0008524,           0.0008524
                 464,            0.012275,           0.0059505,          0.00078406,              0.9983,                   1,               0.995,             0.92529,            0.008438,           0.0023673,          0.00063977,           0.0008326,           0.0008326,           0.0008326
                 465,            0.013226,           0.0055212,          0.00080618,             0.99826,                   1,               0.995,             0.92905,           0.0083898,           0.0023491,          0.00063595,           0.0008128,           0.0008128,           0.0008128
                 466,            0.012545,           0.0055723,          0.00074449,             0.99826,                   1,               0.995,             0.92685,           0.0083902,           0.0023543,          0.00063277,            0.000793,            0.000793,            0.000793
                 467,            0.012269,           0.0056129,          0.00071418,             0.99819,                   1,               0.995,             0.92505,           0.0083851,           0.0023435,          0.00063125,           0.0007732,           0.0007732,           0.0007732
                 468,            0.012473,           0.0056622,          0.00069616,             0.99813,                   1,               0.995,             0.93034,           0.0083788,           0.0023323,          0.00062815,           0.0007534,           0.0007534,           0.0007534
                 469,            0.012381,           0.0057583,          0.00072402,             0.99811,                   1,               0.995,             0.93295,           0.0084571,           0.0023512,          0.00062459,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012457,           0.0056165,          0.00071176,             0.99808,                   1,               0.995,             0.92652,           0.0084782,           0.0023613,           0.0006229,           0.0007138,           0.0007138,           0.0007138
                 471,             0.01268,           0.0056739,           0.0010613,              0.9981,                   1,               0.995,             0.92918,            0.008551,           0.0023497,          0.00061919,            0.000694,            0.000694,            0.000694
                 472,            0.012268,            0.006116,          0.00091529,             0.99816,                   1,               0.995,             0.93181,           0.0084982,           0.0023482,          0.00061531,           0.0006742,           0.0006742,           0.0006742
                 473,            0.012573,           0.0054259,          0.00072696,             0.99822,                   1,               0.995,             0.92435,           0.0084253,           0.0023501,          0.00061087,           0.0006544,           0.0006544,           0.0006544
                 474,            0.011757,           0.0057055,           0.0007229,             0.99823,                   1,               0.995,             0.93346,           0.0082959,           0.0023381,          0.00060839,           0.0006346,           0.0006346,           0.0006346
                 475,            0.011809,           0.0054056,          0.00069318,              0.9982,                   1,               0.995,             0.93103,           0.0082447,           0.0023363,          0.00060667,           0.0006148,           0.0006148,           0.0006148
                 476,            0.012216,           0.0053096,          0.00095696,              0.9982,                   1,               0.995,             0.93019,           0.0083124,           0.0023528,          0.00060259,            0.000595,            0.000595,            0.000595
                 477,            0.012134,           0.0048641,          0.00067369,             0.99826,                   1,               0.995,             0.93236,           0.0081459,           0.0023407,          0.00059832,           0.0005752,           0.0005752,           0.0005752
