               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.026188,           0.0078268,           0.0035953,             0.99887,                   1,               0.995,             0.78519,             0.01791,           0.0039271,           0.0024186,           0.0069904,           0.0069904,           0.0069904
                 154,            0.026503,           0.0081782,            0.003403,             0.99793,                   1,               0.995,             0.75266,            0.017943,           0.0040091,           0.0024994,           0.0069706,           0.0069706,           0.0069706
                 155,            0.024999,           0.0077972,            0.004825,              0.9963,              0.9994,               0.995,             0.76041,             0.01912,           0.0040613,           0.0025602,           0.0069508,           0.0069508,           0.0069508
                 156,            0.025758,           0.0085572,           0.0030793,             0.99568,             0.99968,               0.995,             0.76242,            0.020779,            0.004198,           0.0026981,            0.006931,            0.006931,            0.006931
                 157,            0.027934,           0.0083124,           0.0037556,             0.99785,                   1,               0.995,             0.76783,            0.020262,           0.0041991,           0.0027004,           0.0069112,           0.0069112,           0.0069112
                 158,            0.024237,           0.0075847,           0.0040997,             0.99819,                   1,               0.995,             0.72573,             0.02328,           0.0043179,           0.0026351,           0.0068914,           0.0068914,           0.0068914
                 159,            0.025861,           0.0081218,           0.0036621,             0.97832,             0.98745,               0.995,             0.72709,            0.021831,           0.0041748,           0.0034214,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026001,           0.0080562,            0.004429,             0.99889,                   1,               0.995,             0.75076,            0.020968,           0.0041462,           0.0022642,           0.0068518,           0.0068518,           0.0068518
                 161,             0.02597,           0.0083569,           0.0042081,             0.99893,                   1,               0.995,             0.72519,            0.021555,            0.004256,           0.0022044,            0.006832,            0.006832,            0.006832
                 162,             0.02801,           0.0084873,           0.0036397,             0.99868,                   1,               0.995,             0.75473,            0.021252,           0.0041662,           0.0021216,           0.0068122,           0.0068122,           0.0068122
                 163,            0.026001,           0.0080812,           0.0028234,             0.99848,                   1,               0.995,             0.75141,            0.021139,           0.0040427,            0.002135,           0.0067924,           0.0067924,           0.0067924
                 164,            0.024865,           0.0082709,           0.0040416,             0.99843,                   1,               0.995,              0.7686,            0.019474,           0.0039794,           0.0021397,           0.0067726,           0.0067726,           0.0067726
                 165,            0.026266,           0.0083071,           0.0032192,             0.99861,                   1,               0.995,             0.78222,            0.019986,           0.0038885,            0.002223,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026247,           0.0081462,           0.0035188,             0.99827,                   1,               0.995,             0.75545,            0.018661,           0.0039217,           0.0022666,            0.006733,            0.006733,            0.006733
                 167,            0.025401,            0.008365,           0.0037926,             0.99814,                   1,               0.995,             0.79048,            0.018336,           0.0037988,           0.0022911,           0.0067132,           0.0067132,           0.0067132
                 168,             0.02504,           0.0092106,           0.0034109,             0.99838,                   1,               0.995,             0.78946,            0.017887,           0.0038465,           0.0022465,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026328,           0.0083965,           0.0036655,             0.99887,                   1,               0.995,             0.79794,            0.017294,           0.0038548,           0.0021828,           0.0066736,           0.0066736,           0.0066736
                 170,            0.024432,           0.0085825,           0.0035979,             0.99832,                   1,               0.995,              0.7893,             0.01767,           0.0038723,             0.00217,           0.0066538,           0.0066538,           0.0066538
                 171,            0.024172,            0.007675,           0.0032758,             0.99886,                   1,               0.995,             0.78113,            0.018755,           0.0038694,           0.0021686,            0.006634,            0.006634,            0.006634
                 172,            0.025489,           0.0075736,           0.0037208,             0.99872,                   1,               0.995,             0.76942,            0.019631,           0.0039208,           0.0022005,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025609,           0.0081557,           0.0038452,             0.99876,                   1,               0.995,             0.78465,            0.016626,           0.0038732,           0.0022039,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025987,           0.0084229,           0.0033382,              0.9978,                   1,               0.995,             0.77803,            0.017173,           0.0039824,           0.0022316,           0.0065746,           0.0065746,           0.0065746
                 175,            0.025252,            0.007981,           0.0054005,             0.99821,                   1,               0.995,             0.77382,              0.0178,           0.0041271,           0.0021987,           0.0065548,           0.0065548,           0.0065548
                 176,            0.026528,           0.0082832,           0.0036452,             0.99859,                   1,               0.995,             0.78326,            0.016328,            0.003886,           0.0021342,            0.006535,            0.006535,            0.006535
                 177,            0.026373,           0.0086056,            0.003544,             0.99878,                   1,               0.995,             0.79108,            0.018761,           0.0038176,           0.0020837,           0.0065152,           0.0065152,           0.0065152
                 178,            0.025431,           0.0077912,           0.0028453,             0.99883,                   1,               0.995,             0.76851,            0.020418,           0.0039005,           0.0020553,           0.0064954,           0.0064954,           0.0064954
                 179,            0.026125,           0.0082991,           0.0036953,             0.99878,                   1,               0.995,             0.75458,            0.019463,           0.0038925,           0.0019951,           0.0064756,           0.0064756,           0.0064756
                 180,            0.025449,           0.0081439,           0.0036014,             0.99863,                   1,               0.995,             0.79883,            0.016519,           0.0037835,           0.0019784,           0.0064558,           0.0064558,           0.0064558
                 181,            0.025796,           0.0086666,           0.0039172,             0.99871,                   1,               0.995,             0.77952,            0.017531,           0.0038344,           0.0019476,            0.006436,            0.006436,            0.006436
                 182,            0.025286,           0.0087116,            0.002609,             0.99885,                   1,               0.995,             0.76733,            0.018311,           0.0038376,           0.0019655,           0.0064162,           0.0064162,           0.0064162
                 183,            0.025888,           0.0080983,           0.0037335,             0.99895,                   1,               0.995,              0.7896,            0.016842,           0.0037893,           0.0019597,           0.0063964,           0.0063964,           0.0063964
                 184,            0.024604,           0.0082371,           0.0025599,             0.99862,                   1,               0.995,              0.7793,            0.017665,           0.0037969,            0.001971,           0.0063766,           0.0063766,           0.0063766
                 185,            0.024576,            0.007992,           0.0035938,             0.99871,                   1,               0.995,              0.7958,            0.019214,           0.0038574,           0.0019678,           0.0063568,           0.0063568,           0.0063568
                 186,            0.024784,           0.0077766,           0.0031277,             0.99873,                   1,               0.995,             0.78473,            0.018585,           0.0038072,           0.0019979,            0.006337,            0.006337,            0.006337
                 187,            0.025312,           0.0077683,           0.0027783,              0.9986,                   1,               0.995,             0.75376,            0.018332,           0.0038062,           0.0020979,           0.0063172,           0.0063172,           0.0063172
                 188,            0.024235,           0.0075468,           0.0027797,             0.99856,                   1,               0.995,             0.78694,            0.016914,           0.0036892,           0.0021707,           0.0062974,           0.0062974,           0.0062974
                 189,            0.022652,           0.0078689,           0.0030249,             0.99892,                   1,               0.995,              0.7989,            0.019005,           0.0035934,           0.0022037,           0.0062776,           0.0062776,           0.0062776
                 190,            0.024088,           0.0078833,           0.0027712,             0.99899,                   1,               0.995,             0.79256,            0.017599,            0.003658,           0.0021557,           0.0062578,           0.0062578,           0.0062578
                 191,            0.024702,            0.007725,           0.0038561,              0.9988,                   1,               0.995,             0.78705,            0.017176,           0.0036151,           0.0021944,            0.006238,            0.006238,            0.006238
                 192,             0.02371,           0.0077706,           0.0025848,             0.99869,                   1,               0.995,             0.78883,            0.017705,           0.0036942,           0.0021711,           0.0062182,           0.0062182,           0.0062182
                 193,            0.024421,           0.0075657,           0.0027723,             0.99847,                   1,               0.995,             0.80033,             0.01763,           0.0036367,           0.0021597,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023715,           0.0073085,           0.0026361,             0.99821,                   1,               0.995,             0.81413,            0.017733,           0.0035951,           0.0020961,           0.0061786,           0.0061786,           0.0061786
                 195,            0.024003,           0.0073296,           0.0027525,             0.99828,                   1,               0.995,             0.79751,            0.017953,           0.0036791,           0.0020439,           0.0061588,           0.0061588,           0.0061588
                 196,            0.024244,           0.0082588,           0.0030071,             0.99864,                   1,               0.995,             0.79525,            0.017495,           0.0036479,           0.0019827,            0.006139,            0.006139,            0.006139
                 197,             0.02354,            0.007768,           0.0027875,             0.99867,                   1,               0.995,             0.83138,             0.01551,           0.0035436,           0.0019359,           0.0061192,           0.0061192,           0.0061192
                 198,             0.02356,           0.0071739,           0.0030202,              0.9987,                   1,               0.995,             0.80179,            0.017483,           0.0036762,           0.0018886,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023724,           0.0065024,           0.0025815,             0.99864,                   1,               0.995,             0.77503,            0.018315,           0.0037276,           0.0018868,           0.0060796,           0.0060796,           0.0060796
                 200,            0.023962,           0.0082293,           0.0028482,             0.99856,                   1,               0.995,             0.80665,             0.01749,           0.0036581,            0.001901,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024585,           0.0081807,           0.0029978,             0.99863,                   1,               0.995,             0.82112,            0.016234,           0.0035854,           0.0018958,             0.00604,             0.00604,             0.00604
                 202,            0.023258,           0.0077381,           0.0026232,             0.99871,                   1,               0.995,              0.8179,            0.016755,            0.003587,           0.0019287,           0.0060202,           0.0060202,           0.0060202
                 203,            0.023017,           0.0074466,           0.0026788,             0.99874,                   1,               0.995,             0.80746,            0.017239,           0.0035509,           0.0019476,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022773,           0.0071364,           0.0027669,             0.99902,                   1,               0.995,             0.81473,            0.019707,           0.0037765,           0.0019594,           0.0059806,           0.0059806,           0.0059806
                 205,            0.023349,           0.0084366,           0.0030517,              0.9989,                   1,               0.995,             0.79144,            0.018258,           0.0036071,           0.0019883,           0.0059608,           0.0059608,           0.0059608
                 206,            0.022945,           0.0080406,           0.0027095,             0.99897,                   1,               0.995,             0.79079,             0.01804,           0.0036136,            0.002024,            0.005941,            0.005941,            0.005941
                 207,            0.022823,           0.0081116,           0.0027245,             0.99899,                   1,               0.995,             0.80335,             0.01766,           0.0036487,           0.0020506,           0.0059212,           0.0059212,           0.0059212
                 208,            0.022577,           0.0072599,           0.0024751,             0.99887,                   1,               0.995,             0.82073,            0.017074,            0.003705,           0.0020304,           0.0059014,           0.0059014,           0.0059014
                 209,            0.024325,           0.0072909,           0.0030805,             0.99875,                   1,               0.995,             0.82871,            0.015922,           0.0035994,           0.0019941,           0.0058816,           0.0058816,           0.0058816
                 210,            0.024226,            0.007851,           0.0024592,             0.99869,                   1,               0.995,             0.79645,            0.015821,           0.0036916,           0.0019711,           0.0058618,           0.0058618,           0.0058618
                 211,            0.023014,           0.0073282,           0.0024953,             0.99871,                   1,               0.995,             0.80333,            0.017441,           0.0036184,           0.0019428,            0.005842,            0.005842,            0.005842
                 212,            0.022378,           0.0075427,           0.0024229,             0.99874,                   1,               0.995,             0.78447,            0.017862,           0.0036377,           0.0019156,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022176,           0.0089848,           0.0033745,             0.99871,                   1,               0.995,             0.77845,            0.019573,           0.0036841,           0.0019037,           0.0058024,           0.0058024,           0.0058024
                 214,              0.0237,           0.0076333,           0.0032143,             0.99871,                   1,               0.995,              0.8341,            0.015085,           0.0034868,           0.0018594,           0.0057826,           0.0057826,           0.0057826
                 215,            0.021651,           0.0070919,            0.002354,             0.99869,                   1,               0.995,             0.81176,            0.017763,           0.0035645,           0.0018321,           0.0057628,           0.0057628,           0.0057628
                 216,            0.023125,           0.0074889,            0.002581,             0.99879,                   1,               0.995,             0.82492,            0.015968,           0.0035544,           0.0018251,            0.005743,            0.005743,            0.005743
                 217,            0.021646,           0.0074756,           0.0030353,              0.9988,                   1,               0.995,             0.78989,            0.017409,           0.0035942,           0.0018689,           0.0057232,           0.0057232,           0.0057232
                 218,            0.022414,           0.0072268,           0.0025296,             0.99877,                   1,               0.995,             0.82107,            0.016254,           0.0035754,            0.001896,           0.0057034,           0.0057034,           0.0057034
                 219,            0.022013,           0.0076608,           0.0032599,             0.99862,                   1,               0.995,              0.8329,            0.015046,           0.0035719,           0.0019332,           0.0056836,           0.0056836,           0.0056836
                 220,            0.022984,           0.0075054,           0.0025582,             0.99853,                   1,               0.995,             0.83045,            0.015562,           0.0035531,           0.0019325,           0.0056638,           0.0056638,           0.0056638
                 221,            0.022423,           0.0073382,           0.0028507,              0.9985,                   1,               0.995,             0.81072,            0.017798,           0.0036832,           0.0019114,            0.005644,            0.005644,            0.005644
                 222,            0.023126,            0.007022,            0.002532,             0.99861,                   1,               0.995,             0.82386,            0.015695,           0.0035162,           0.0019227,           0.0056242,           0.0056242,           0.0056242
                 223,             0.02245,           0.0072662,           0.0023979,             0.99873,                   1,               0.995,             0.79139,             0.01699,           0.0035638,           0.0018709,           0.0056044,           0.0056044,           0.0056044
                 224,            0.023322,           0.0085022,           0.0023712,              0.9989,                   1,               0.995,             0.79684,            0.017601,           0.0035899,           0.0018369,           0.0055846,           0.0055846,           0.0055846
                 225,            0.022296,           0.0074509,           0.0024142,             0.99888,                   1,               0.995,             0.78871,            0.018624,           0.0036255,           0.0018238,           0.0055648,           0.0055648,           0.0055648
                 226,            0.022212,            0.007349,           0.0033759,             0.99899,                   1,               0.995,              0.8054,            0.018203,           0.0036708,           0.0018138,            0.005545,            0.005545,            0.005545
                 227,            0.021094,           0.0075858,           0.0021459,             0.99895,                   1,               0.995,              0.8044,            0.017254,           0.0036349,           0.0017906,           0.0055252,           0.0055252,           0.0055252
                 228,            0.022703,           0.0078736,           0.0026733,             0.99905,                   1,               0.995,             0.81116,            0.017696,           0.0036583,           0.0017754,           0.0055054,           0.0055054,           0.0055054
                 229,            0.022586,           0.0071786,           0.0021984,             0.99897,                   1,               0.995,             0.82248,            0.015762,           0.0035461,           0.0017934,           0.0054856,           0.0054856,           0.0054856
                 230,            0.022511,           0.0079348,           0.0024437,             0.99865,                   1,               0.995,             0.83465,            0.014799,           0.0034946,           0.0018063,           0.0054658,           0.0054658,           0.0054658
                 231,              0.0211,           0.0075968,           0.0026229,             0.99882,                   1,               0.995,             0.83531,            0.015165,           0.0035267,           0.0017914,            0.005446,            0.005446,            0.005446
                 232,            0.021137,           0.0073435,           0.0026717,             0.99878,                   1,               0.995,             0.82711,            0.016784,           0.0034463,            0.001768,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019872,           0.0071376,           0.0028684,             0.99872,                   1,               0.995,              0.8004,            0.017042,           0.0035563,           0.0017498,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020936,           0.0072461,           0.0025472,             0.99876,                   1,               0.995,             0.82317,            0.016277,           0.0034507,            0.001764,           0.0053866,           0.0053866,           0.0053866
                 235,             0.02111,           0.0078538,           0.0020451,             0.99867,                   1,               0.995,             0.83917,            0.014639,           0.0034243,           0.0017829,           0.0053668,           0.0053668,           0.0053668
                 236,            0.021761,           0.0072635,           0.0024927,             0.99878,                   1,               0.995,             0.79124,            0.015491,           0.0034444,           0.0017685,            0.005347,            0.005347,            0.005347
                 237,            0.021303,           0.0077555,           0.0020645,             0.99865,                   1,               0.995,              0.8425,            0.015842,           0.0034324,           0.0017707,           0.0053272,           0.0053272,           0.0053272
                 238,            0.021056,           0.0067269,            0.002556,              0.9989,                   1,               0.995,             0.82157,            0.016388,           0.0034885,           0.0017459,           0.0053074,           0.0053074,           0.0053074
                 239,            0.021798,           0.0077205,           0.0026259,             0.99901,                   1,               0.995,              0.8423,            0.015769,            0.003473,           0.0017283,           0.0052876,           0.0052876,           0.0052876
                 240,            0.021439,           0.0077861,           0.0023194,             0.99904,                   1,               0.995,             0.84526,            0.015779,           0.0034337,           0.0017123,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020996,           0.0075706,           0.0025797,             0.99901,                   1,               0.995,             0.83381,            0.015756,           0.0034624,           0.0017065,            0.005248,            0.005248,            0.005248
                 242,            0.022327,           0.0066246,           0.0024654,             0.99903,                   1,               0.995,             0.84278,            0.015817,           0.0033995,           0.0016987,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019954,           0.0067154,            0.002635,             0.99896,                   1,               0.995,             0.82267,            0.017996,           0.0034862,           0.0016969,           0.0052084,           0.0052084,           0.0052084
                 244,            0.022214,           0.0068812,           0.0031646,             0.99898,                   1,               0.995,             0.79607,            0.016915,           0.0035084,           0.0017257,           0.0051886,           0.0051886,           0.0051886
                 245,            0.023465,           0.0078148,           0.0019811,             0.99864,                   1,               0.995,             0.84185,            0.015167,           0.0033895,           0.0017481,           0.0051688,           0.0051688,           0.0051688
                 246,            0.022703,           0.0078068,           0.0026607,              0.9986,                   1,               0.995,             0.84456,            0.014141,           0.0033261,           0.0017498,            0.005149,            0.005149,            0.005149
                 247,            0.021494,           0.0072955,           0.0025996,              0.9988,                   1,               0.995,             0.85412,            0.013438,           0.0033206,           0.0017103,           0.0051292,           0.0051292,           0.0051292
                 248,            0.021052,            0.007442,           0.0023822,             0.99866,                   1,               0.995,             0.83745,            0.014569,           0.0034063,           0.0017048,           0.0051094,           0.0051094,           0.0051094
                 249,            0.022257,           0.0075975,           0.0035602,             0.99836,                   1,               0.995,              0.8253,            0.015449,           0.0034918,           0.0017068,           0.0050896,           0.0050896,           0.0050896
                 250,            0.021117,            0.007722,            0.002562,             0.99834,                   1,               0.995,              0.8206,            0.016194,           0.0035351,           0.0017127,           0.0050698,           0.0050698,           0.0050698
                 251,            0.021523,           0.0075277,           0.0022815,             0.99826,                   1,               0.995,             0.80849,            0.016133,           0.0035861,           0.0017196,             0.00505,             0.00505,             0.00505
                 252,             0.02071,           0.0070876,           0.0022992,             0.99825,                   1,               0.995,             0.81942,            0.015724,           0.0035265,           0.0017118,           0.0050302,           0.0050302,           0.0050302
                 253,            0.022231,           0.0070172,           0.0022145,             0.99849,                   1,               0.995,             0.84769,            0.014582,           0.0034561,           0.0016829,           0.0050104,           0.0050104,           0.0050104
                 254,            0.021764,            0.007367,           0.0022045,             0.99881,                   1,               0.995,             0.84626,            0.014859,           0.0034095,           0.0016619,           0.0049906,           0.0049906,           0.0049906
                 255,            0.021076,           0.0067503,           0.0020123,             0.99904,                   1,               0.995,             0.83364,            0.014806,           0.0033795,           0.0016403,           0.0049708,           0.0049708,           0.0049708
                 256,            0.021258,           0.0074416,           0.0019907,             0.99898,                   1,               0.995,             0.84022,            0.013438,           0.0033182,           0.0016252,            0.004951,            0.004951,            0.004951
                 257,            0.021753,           0.0075034,           0.0018074,             0.99879,                   1,               0.995,             0.86094,            0.012984,           0.0032874,           0.0015936,           0.0049312,           0.0049312,           0.0049312
                 258,            0.020372,           0.0079011,           0.0018729,             0.99894,                   1,               0.995,             0.84566,            0.013788,           0.0033122,           0.0015819,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020488,           0.0070482,           0.0022727,             0.99899,                   1,               0.995,             0.83019,            0.014266,           0.0033279,            0.001554,           0.0048916,           0.0048916,           0.0048916
                 260,            0.022116,           0.0068623,           0.0022357,             0.99894,                   1,               0.995,             0.85284,            0.013677,           0.0032402,           0.0015372,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02091,           0.0075459,           0.0020047,             0.99888,                   1,               0.995,             0.84869,            0.015541,           0.0032257,           0.0015374,            0.004852,            0.004852,            0.004852
                 262,            0.021687,           0.0064324,           0.0019775,             0.99901,                   1,               0.995,             0.83104,            0.016596,           0.0033307,           0.0015529,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019542,           0.0071217,           0.0020301,             0.99886,                   1,               0.995,             0.78603,             0.01776,           0.0034851,           0.0015759,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020423,           0.0072183,           0.0027061,              0.9988,                   1,               0.995,             0.82478,            0.014544,           0.0032846,           0.0015539,           0.0047926,           0.0047926,           0.0047926
                 265,            0.021453,           0.0068353,           0.0019814,             0.99901,                   1,               0.995,             0.83099,            0.014554,            0.003234,           0.0015629,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019437,           0.0067068,           0.0017693,             0.99898,                   1,               0.995,             0.83755,            0.014565,           0.0032654,           0.0015428,            0.004753,            0.004753,            0.004753
                 267,             0.01957,           0.0071162,           0.0024661,             0.99898,                   1,               0.995,             0.82321,             0.01458,            0.003269,           0.0015426,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020528,           0.0066359,           0.0018618,             0.99889,                   1,               0.995,             0.84866,            0.014457,           0.0031861,            0.001572,           0.0047134,           0.0047134,           0.0047134
                 269,            0.020729,           0.0067228,           0.0021778,             0.99896,                   1,               0.995,             0.86884,            0.013714,           0.0031138,           0.0016007,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019918,            0.007069,           0.0021475,             0.99895,                   1,               0.995,             0.85027,            0.014109,           0.0032317,           0.0016392,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019808,           0.0068117,           0.0019195,             0.99901,                   1,               0.995,             0.83673,            0.014023,           0.0032948,           0.0016728,            0.004654,            0.004654,            0.004654
                 272,            0.017614,           0.0070032,           0.0029267,             0.99896,                   1,               0.995,             0.78578,            0.017239,           0.0035208,           0.0017012,           0.0046342,           0.0046342,           0.0046342
                 273,            0.020392,           0.0073228,            0.002199,             0.99888,                   1,               0.995,             0.84395,            0.014683,           0.0032885,             0.00168,           0.0046144,           0.0046144,           0.0046144
                 274,            0.019591,           0.0068567,           0.0019764,             0.99883,                   1,               0.995,             0.84007,            0.014386,           0.0033406,           0.0016752,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019704,           0.0063674,           0.0019165,             0.99886,                   1,               0.995,             0.86354,            0.013813,           0.0031893,           0.0016489,           0.0045748,           0.0045748,           0.0045748
                 276,            0.020737,           0.0075404,           0.0020188,              0.9988,                   1,               0.995,             0.85497,            0.013059,           0.0031623,           0.0016207,            0.004555,            0.004555,            0.004555
                 277,            0.020045,           0.0060983,            0.003192,              0.9988,                   1,               0.995,             0.84562,            0.013475,           0.0032023,           0.0015795,           0.0045352,           0.0045352,           0.0045352
                 278,            0.019627,           0.0068419,           0.0017217,             0.99891,                   1,               0.995,             0.84012,            0.013401,           0.0031565,           0.0015798,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019411,           0.0071021,           0.0017989,             0.99903,                   1,               0.995,             0.85443,            0.014581,           0.0031794,           0.0015717,           0.0044956,           0.0044956,           0.0044956
                 280,            0.019308,           0.0065954,           0.0019062,             0.99881,                   1,               0.995,             0.85907,            0.014553,           0.0031756,           0.0015744,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019287,           0.0070274,           0.0017269,             0.99866,                   1,               0.995,               0.851,             0.01444,           0.0031122,           0.0015489,            0.004456,            0.004456,            0.004456
                 282,            0.018803,           0.0064925,           0.0020575,             0.99856,                   1,               0.995,             0.83934,            0.015943,           0.0032198,           0.0015029,           0.0044362,           0.0044362,           0.0044362
                 283,            0.019648,            0.007474,           0.0017506,             0.99847,                   1,               0.995,             0.86186,            0.015307,           0.0031451,           0.0014836,           0.0044164,           0.0044164,           0.0044164
                 284,            0.019541,           0.0070457,           0.0016067,             0.99848,                   1,               0.995,             0.86034,            0.014591,            0.003071,           0.0014712,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019618,           0.0067887,           0.0019655,             0.99855,                   1,               0.995,             0.86272,            0.014736,           0.0030453,            0.001455,           0.0043768,           0.0043768,           0.0043768
                 286,            0.020032,           0.0069445,           0.0017437,             0.99858,                   1,               0.995,             0.85841,            0.013393,           0.0030489,           0.0014341,            0.004357,            0.004357,            0.004357
                 287,            0.018461,           0.0067041,           0.0017123,             0.99875,                   1,               0.995,             0.86573,            0.013353,           0.0030636,           0.0014296,           0.0043372,           0.0043372,           0.0043372
                 288,            0.019425,           0.0064195,           0.0016048,             0.99881,                   1,               0.995,              0.8534,            0.013844,           0.0031542,           0.0014343,           0.0043174,           0.0043174,           0.0043174
                 289,            0.020423,           0.0071782,            0.001891,             0.99882,                   1,               0.995,             0.84976,            0.013064,           0.0030892,           0.0014352,           0.0042976,           0.0042976,           0.0042976
                 290,            0.019281,           0.0066988,           0.0016641,             0.99883,                   1,               0.995,             0.86722,            0.013119,           0.0030759,           0.0014205,           0.0042778,           0.0042778,           0.0042778
                 291,            0.018541,           0.0060658,           0.0021335,             0.99892,                   1,               0.995,             0.86635,            0.013513,           0.0031254,           0.0014176,            0.004258,            0.004258,            0.004258
                 292,            0.019366,           0.0069331,           0.0018158,             0.99886,                   1,               0.995,             0.86262,            0.013362,           0.0031081,           0.0014099,           0.0042382,           0.0042382,           0.0042382
                 293,            0.019193,            0.006636,            0.002089,               0.999,                   1,               0.995,             0.85977,            0.013097,           0.0030587,           0.0014106,           0.0042184,           0.0042184,           0.0042184
                 294,            0.019632,           0.0065519,           0.0016018,             0.99893,                   1,               0.995,             0.85796,            0.013081,           0.0031105,           0.0014041,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018006,           0.0064548,           0.0022325,             0.99888,                   1,               0.995,              0.8453,             0.01373,           0.0031032,           0.0014212,           0.0041788,           0.0041788,           0.0041788
                 296,            0.017542,           0.0060028,           0.0018128,             0.99904,                   1,               0.995,             0.85152,            0.012661,           0.0030424,             0.00141,            0.004159,            0.004159,            0.004159
                 297,              0.0186,           0.0067259,           0.0020378,             0.99893,                   1,               0.995,             0.86309,            0.011879,           0.0030285,           0.0014135,           0.0041392,           0.0041392,           0.0041392
                 298,            0.019118,           0.0068494,           0.0015738,             0.99884,                   1,               0.995,              0.8684,            0.011604,           0.0030084,           0.0014258,           0.0041194,           0.0041194,           0.0041194
                 299,            0.018966,           0.0064102,           0.0015083,             0.99882,                   1,               0.995,             0.87561,            0.012055,           0.0030187,            0.001429,           0.0040996,           0.0040996,           0.0040996
                 300,            0.018564,            0.006746,           0.0021227,             0.99873,                   1,               0.995,             0.87283,            0.012141,           0.0030671,           0.0014232,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017909,           0.0063855,           0.0019514,             0.99863,                   1,               0.995,             0.86654,            0.012562,           0.0030731,           0.0014042,             0.00406,             0.00406,             0.00406
                 302,            0.017956,           0.0071626,           0.0019512,             0.99871,                   1,               0.995,             0.86602,            0.013074,             0.00316,           0.0014056,           0.0040402,           0.0040402,           0.0040402
                 303,             0.01914,           0.0063236,           0.0015853,             0.99871,                   1,               0.995,             0.86038,            0.012689,           0.0031278,           0.0013998,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019039,           0.0068033,           0.0015483,              0.9987,                   1,               0.995,              0.8525,            0.013705,           0.0031784,           0.0013907,           0.0040006,           0.0040006,           0.0040006
                 305,            0.018714,           0.0064591,           0.0018658,             0.99874,                   1,               0.995,             0.86057,            0.013406,           0.0031007,           0.0013884,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017563,           0.0066975,           0.0024129,             0.99873,                   1,               0.995,              0.8722,            0.012368,           0.0030679,           0.0013807,            0.003961,            0.003961,            0.003961
                 307,            0.018457,           0.0065918,           0.0015376,             0.99881,                   1,               0.995,             0.86314,            0.012318,           0.0029625,           0.0013882,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017157,           0.0065499,           0.0023824,             0.99894,                   1,               0.995,             0.86126,            0.012664,           0.0029893,            0.001391,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018201,           0.0061232,           0.0016898,             0.99908,                   1,               0.995,             0.86994,            0.013091,           0.0029479,           0.0013793,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016952,           0.0065342,           0.0019397,             0.99909,                   1,               0.995,             0.85541,            0.013542,           0.0029982,           0.0013718,           0.0038818,           0.0038818,           0.0038818
                 311,            0.018489,           0.0060524,           0.0018116,             0.99902,                   1,               0.995,             0.88145,            0.012768,           0.0029531,           0.0013676,            0.003862,            0.003862,            0.003862
                 312,             0.01927,           0.0065334,           0.0018351,             0.99894,                   1,               0.995,             0.87853,            0.012672,           0.0030282,           0.0013586,           0.0038422,           0.0038422,           0.0038422
                 313,             0.01879,            0.006297,           0.0015425,             0.99882,                   1,               0.995,              0.8805,            0.012566,           0.0030122,           0.0013418,           0.0038224,           0.0038224,           0.0038224
                 314,             0.01815,           0.0060692,           0.0016337,             0.99873,                   1,               0.995,             0.87943,            0.012387,           0.0029547,           0.0013324,           0.0038026,           0.0038026,           0.0038026
                 315,            0.018307,           0.0070898,           0.0021265,              0.9987,                   1,               0.995,             0.88767,            0.012279,           0.0029542,            0.001328,           0.0037828,           0.0037828,           0.0037828
